scheme_code,scheme_name,Risk,mf_category,mf_sub_category,fund_name
146694, IDFC Fixed Term Plan Series 177 REGULAR PLAN-GROWTH (1160 days),High,Others,Others,IDFC Fixed Term Plan Series 177 REGULAR PLAN
146695, IDFC Fixed Term Plan Series 179 REGULAR PLAN-GROWTH (3652 days),Very High,Others,Others,IDFC Fixed Term Plan Series 179 REGULAR PLAN
146699, IDFC Fixed Term Plan Series 179 DIRECT PLAN HALF YEARLY-IDCW (3652 days),Low to Moderate,Others,Others,IDFC Fixed Term Plan Series 179 DIRECT PLAN HALF YEARLY
146701, IDFC Fixed Term Plan Series 179 DIRECT PLAN-GROWTH (3652 days),Low to Moderate,Others,Others,IDFC Fixed Term Plan Series 179 DIRECT PLAN
146702, IDFC Fixed Term Plan Series 179 REGULAR PLAN PERIODIC-IDCW (3652 days),Moderately High,Others,Others,IDFC Fixed Term Plan Series 179 REGULAR PLAN PERIODIC
146703, Edelweiss Fixed Maturity Plan - Series 55  - Regular Plan - Growth,Low to Moderate,Others,Others,Edelweiss Fixed Maturity Plan
146704, SBI Capital Protection Oriented Fund - Series A (Plan 2) - Direct Plan - Growth,Low to Moderate,Others,Others,SBI Capital Protection Oriented Fund
146705, SBI Capital Protection Oriented Fund - Series A (Plan 2) - Regular Plan - Growth,Low to Moderate,Others,Others,SBI Capital Protection Oriented Fund
146706, UTI - Fixed Term Income Fund Series XXXI-VIII (1153 Days) - Direct Plan - Growth Option,Low to Moderate,Others,Others,UTI
146707, UTI Fixed Term Income Fund Series XXXI-VIII (1153 Days) - Direct Plan - Quarterly IDCW,Low to Moderate,Others,Others,UTI Fixed Term Income Fund Series XXXI
146708, UTI Fixed Term Income Fund Series XXXI-VIII (1153 Days) - Direct Plan - Flexi IDCW,Moderate,Others,Others,UTI Fixed Term Income Fund Series XXXI
146709, UTI - Fixed Term Income Fund Series XXXI-VIII (1153 Days) - Regular Plan - Growth Option,Moderate,Others,Others,UTI
146711, UTI Fixed Term Income Fund Series XXXI-VIII (1153 Days) - Regular Plan - Quarterly IDCW,Low to Moderate,Others,Others,UTI Fixed Term Income Fund Series XXXI
146713, UTI Fixed Term Income Fund Series XXXI-VIII (1153 Days) - Direct Plan - Maturity IDCW,Low to Moderate,Others,Others,UTI Fixed Term Income Fund Series XXXI
146714, UTI Fixed Term Income Fund Series XXXI-VIII (1153 Days) - Regular Plan - Flexi IDCW,High,Others,Others,UTI Fixed Term Income Fund Series XXXI
146715, UTI Fixed Term Income Fund Series XXXI-VIII (1153 Days) - Direct Plan - Annual IDCW,Low to Moderate,Others,Others,UTI Fixed Term Income Fund Series XXXI
146716, ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - Growth Option,Moderate,Solution Scheme,Retirement,ICICI Prudential Retirement Fund
146717, ICICI Prudential Retirement Fund - Hybrid Conservative - Growth Option,Low to Moderate,Solution Scheme,Retirement,ICICI Prudential Retirement Fund
146718, ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - IDCW Option,Moderately High,Solution Scheme,Retirement,ICICI Prudential Retirement Fund
146719, ICICI Prudential Retirement Fund - Hybrid Conservative - IDCW Option,Low to Moderate,Solution Scheme,Retirement,ICICI Prudential Retirement Fund
146720, ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - IDCW Option,Moderate,Solution Scheme,Retirement,ICICI Prudential Retirement Fund
146721, ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - Growth Option,Moderate,Solution Scheme,Retirement,ICICI Prudential Retirement Fund
146722, ICICI Prudential Retirement Fund - Hybrid Aggressive - Growth Option,Low to Moderate,Solution Scheme,Retirement,ICICI Prudential Retirement Fund
146723, ICICI Prudential Retirement Fund - Hybrid Aggressive - IDCW Option,Moderately High,Solution Scheme,Retirement,ICICI Prudential Retirement Fund
146724, ICICI Prudential Retirement Fund - Pure Debt - IDCW Option,High,Solution Scheme,Retirement,ICICI Prudential Retirement Fund
146725, ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - IDCW Option,Moderately High,Solution Scheme,Retirement,ICICI Prudential Retirement Fund
146726, ICICI Prudential Retirement Fund - Pure Debt - Growth Option,Moderate,Solution Scheme,Retirement,ICICI Prudential Retirement Fund
146727, ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - Growth Option,High,Solution Scheme,Retirement,ICICI Prudential Retirement Fund
146732, Edelweiss Fixed Maturity Plan - Series 55 - Regular Plan - Dividend,High,Others,Others,Edelweiss Fixed Maturity Plan
146733, Edelweiss Fixed Maturity Plan - Series 55 - Direct Plan - Growth,Moderately High,Others,Others,Edelweiss Fixed Maturity Plan
146734, EDELWEISS FIXED MATURITY PLAN - SERIES 55-Direct Plan - IDCW Option,Low to Moderate,Others,Others,EDELWEISS FIXED MATURITY PLAN
146735, Reliance Fixed Horizon Fund XLI - Series 2 - Direct Plan - Dividend Payout Option,Low to Moderate,Others,Others,Reliance Fixed Horizon Fund XLI
146736, Reliance Fixed Horizon Fund XLI - Series 2 - Dividend Payout Option,High,Others,Others,Reliance Fixed Horizon Fund XLI
146737, Reliance Fixed Horizon Fund XLI - Series 2 - Growth Option,Moderately High,Others,Others,Reliance Fixed Horizon Fund XLI
146738, Reliance Fixed Horizon Fund XLI - Series 2 - Direct Plan - Growth Option,Moderate,Others,Others,Reliance Fixed Horizon Fund XLI
146739, DSP FMP Series - 251 - 38M - Regular Plan - IDCW - Payout,Very High,Others,Others,DSP FMP Series
146740, DSP FMP Series - 251 - 38M - Regular Plan - IDCW - Quarterly Payout,Very High,Others,Others,DSP FMP Series
146741, DSP FMP Series - 251 - 38M - Direct Plan - Growth,Low to Moderate,Others,Others,DSP FMP Series
146742, DSP FMP Series - 251 - 38M - Direct Plan - IDCW - Payout,High,Others,Others,DSP FMP Series
146744, DSP FMP Series - 251 - 38M - Regular Plan - Growth,Very High,Others,Others,DSP FMP Series
146765, SBI Debt Fund Series C - 49 (1178 Days) - Direct Plan - Growth,Moderately High,Others,Others,SBI Debt Fund Series C
146766, SBI Debt Fund Series - C - 49 (1178 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Moderate,Others,Others,SBI Debt Fund Series
146767, SBI Debt Fund Series - C - 49 (1178 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Moderately High,Others,Others,SBI Debt Fund Series
146768, SBI Debt Fund Series C - 49 (1178 Days) - Regular Plan - Growth,Low to Moderate,Others,Others,SBI Debt Fund Series C
146769, HSBC Large and Midcap Equity Fund IDCW,Moderate,Equity Scheme,Large & Mid Cap,HSBC Large and Midcap Equity Fund IDCW
146770, HSBC Large and Midcap Equity Fund Direct Plan IDCW,Low to Moderate,Equity Scheme,Large & Mid Cap,HSBC Large and Midcap Equity Fund Direct Plan IDCW
146771, HSBC Large and Mid Cap Equity Fund - Growth,Low to Moderate,Equity Scheme,Large & Mid Cap,HSBC Large and Mid Cap Equity Fund
146772, HSBC Large and Mid Cap Equity Fund - Growth Direct,Very High,Equity Scheme,Large & Mid Cap,HSBC Large and Mid Cap Equity Fund
146773, HDFC FMP 1127D March 2019 (1) - IDCW Option - Direct Plan,Low to Moderate,Others,Others,HDFC FMP 1127D March 2019 (1)
146774, HDFC FMP 1127D March 2019 (1) - Quarterly IDCW Option - Direct Plan,Low to Moderate,Others,Others,HDFC FMP 1127D March 2019 (1)
146775, HDFC FMP 1127D March 2019 (1) - IDCW Option,Low to Moderate,Others,Others,HDFC FMP 1127D March 2019 (1)
146776, HDFC FMP 1127D March 2019 (1) - Quarterly IDCW Option,Moderately High,Others,Others,HDFC FMP 1127D March 2019 (1)
146777, HDFC FMP 1127D March 2019 (1) - Growth Option - Direct Plan,Moderate,Others,Others,HDFC FMP 1127D March 2019 (1)
146778, HDFC FMP 1127D March 2019 (1) - Growth Option,Low to Moderate,Others,Others,HDFC FMP 1127D March 2019 (1)
146779, Aditya Birla Sun Life Fixed Term Plan - Series SK (1128 days) - Regular Plan-Growth,High,Others,Others,Aditya Birla Sun Life Fixed Term Plan
146780, Aditya Birla Sun Life Fixed Term Plan - Series SK (1128 days) - Direct Plan-Growth,Low to Moderate,Others,Others,Aditya Birla Sun Life Fixed Term Plan
146781, Aditya Birla Sun Life Fixed Term Plan - Series SK (1128 days) -Direct - Payout of IDCW,Very High,Others,Others,Aditya Birla Sun Life Fixed Term Plan
146782, Aditya Birla Sun Life Fixed Term Plan - Series SK (1128 days) -Regular - Payout of IDCW,High,Others,Others,Aditya Birla Sun Life Fixed Term Plan
146787, Mirae Asset Fixed Maturity Plan Series III Direct Plan Growth,Moderately High,Others,Others,Mirae Asset Fixed Maturity Plan Series III Direct Plan Growth
146788, Mirae Asset Fixed Maturity Plan - Series III -1122 Direct IDCW,Moderate,Others,Others,Mirae Asset Fixed Maturity Plan
146789, Mirae Asset Fixed Maturity Plan Series III 1122 Days Regular Plan Growth,Moderate,Others,Others,Mirae Asset Fixed Maturity Plan Series III 1122 Days Regular Plan Growth
146790, Mirae Asset Fixed Maturity Plan - Series III -1122 Regular IDCW,Moderate,Others,Others,Mirae Asset Fixed Maturity Plan
146795, ICICI Prudential Fixed Maturity Plan - Series 85 - 10 Years Plan I - Direct Plan Cumulative Option,Low to Moderate,Others,Others,ICICI Prudential Fixed Maturity Plan
146797, ICICI Prudential Fixed Maturity Plan - Series 85 - 10 Years Plan I - Cumulative Option,Very High,Others,Others,ICICI Prudential Fixed Maturity Plan
146800, ICICI Prudential Fixed Maturity Plan - Series 85 - 10 Years Plan I - Quarterly IDCW Option,Moderate,Others,Others,ICICI Prudential Fixed Maturity Plan
146807, ICICI Prudential Fixed Maturity Plan - Series 85 - 1143 Days Plan J - Half Yearly IDCW Option,Very High,Others,Others,ICICI Prudential Fixed Maturity Plan
146809, ICICI Prudential Fixed Maturity Plan - Series 85 - 1143 Days Plan J - Direct Plan Quarterly IDCW Option,Very High,Others,Others,ICICI Prudential Fixed Maturity Plan
146810, ICICI Prudential Fixed Maturity Plan - Series 85 - 1143 Days Plan J - Cumulative Option,Moderate,Others,Others,ICICI Prudential Fixed Maturity Plan
146811, ICICI Prudential Fixed Maturity Plan - Series 85 - 1143 Days Plan J - Direct Plan Cumulative Option,Low to Moderate,Others,Others,ICICI Prudential Fixed Maturity Plan
146833, Kotak FMP Series 265-Regular Plan-Growth Option,High,Others,Others,Kotak FMP Series 265
146834, Kotak FMP Series 265-Direct Plan-Growth Option,High,Others,Others,Kotak FMP Series 265
146835, Kotak Monthly Interval Plan Series 4-Regular Plan- Growth,Low to Moderate,Others,Others,Kotak Monthly Interval Plan Series 4
146837, Kotak Monthly Interval Plan Series 4-Direct Plan- Growth,Moderate,Others,Others,Kotak Monthly Interval Plan Series 4
146839, Kotak Monthly Interval Plan Series 4-Direct Plan- Dividend Reinvestment,Very High,Others,Others,Kotak Monthly Interval Plan Series 4
146840, Kotak Monthly Interval Plan Series 4-Regular Plan- Dividend Reinvestment,Moderate,Others,Others,Kotak Monthly Interval Plan Series 4
146845, NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 4 - DIRECT Plan - IDCW Option,Moderately High,Others,Others,NIPPON INDIA FIXED HORIZON FUND
146846, Nippon India Fixed Horizon Fund XLI - Series 4 - Growth Option,Very High,Others,Others,Nippon India Fixed Horizon Fund XLI
146847, Nippon India Fixed Horizon Fund XLI - Series 4 - Direct Plan - Growth Option,High,Others,Others,Nippon India Fixed Horizon Fund XLI
146848, NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 4 - IDCW Option,Low to Moderate,Others,Others,NIPPON INDIA FIXED HORIZON FUND
146849, IDFC Fixed Term Plan Series 178 REGULAR PLAN-GROWTH (1154 Days),High,Others,Others,IDFC Fixed Term Plan Series 178 REGULAR PLAN
146851, IDFC Fixed Term Plan Series 178 DIRECT PLAN-GROWTH (1154 Days),Moderate,Others,Others,IDFC Fixed Term Plan Series 178 DIRECT PLAN
146855, IDFC Fixed Term Plan Series 178 REGULAR PLAN QUARTERLY-IDCW (1154 Days),Very High,Others,Others,IDFC Fixed Term Plan Series 178 REGULAR PLAN QUARTERLY
146857, UTI Fixed Term Income Fund Series XXXI-IX (1168 Days) - Direct Plan - Quarterly IDCW,Moderate,Others,Others,UTI Fixed Term Income Fund Series XXXI
146858, UTI Fixed Term Income Fund Series XXXI-IX (1168 Days) - Direct Plan - Maturity IDCW,Very High,Others,Others,UTI Fixed Term Income Fund Series XXXI
146859, UTI Fixed Term Income Fund Series XXXI-IX (1168 Days) - Direct Plan - Flexi IDCW,Moderate,Others,Others,UTI Fixed Term Income Fund Series XXXI
146860, UTI Fixed Term Income Fund Series XXXI-IX (1168 Days) - Regular Plan - Annual IDCW,Moderate,Others,Others,UTI Fixed Term Income Fund Series XXXI
146861, UTI Fixed Term Income Fund Series XXXI-IX (1168 Days) - Regular Plan - Quarterly IDCW,Low to Moderate,Others,Others,UTI Fixed Term Income Fund Series XXXI
146862, UTI - Fixed Term Income Fund Series XXXI-IX (1168 Days) - Regular Plan - Growth Option,High,Others,Others,UTI
146863, UTI - Fixed Term Income Fund Series XXXI-IX (1168 Days) - Direct Plan - Growth Option,Moderately High,Others,Others,UTI
146864, UTI Fixed Term Income Fund Series XXXI-IX (1168 Days) - Direct Plan - Annual IDCW,Low to Moderate,Others,Others,UTI Fixed Term Income Fund Series XXXI
146865, UTI Fixed Term Income Fund Series XXXI-IX (1168 Days) - Regular Plan - Maturity IDCW,Very High,Others,Others,UTI Fixed Term Income Fund Series XXXI
146867, UTI Fixed Term Income Fund Series XXXI-X (1168 Days) - Direct Plan - Quarterly IDCW,Moderate,Others,Others,UTI Fixed Term Income Fund Series XXXI
146871, UTI Fixed Term Income Fund Series XXXI-X (1168 Days) - Regular Plan - Quarterly IDCW,Moderately High,Others,Others,UTI Fixed Term Income Fund Series XXXI
146872, UTI - Fixed Term Income Fund Series XXXI-X (1168 Days) - Direct Plan - Growth Option,Moderately High,Others,Others,UTI
146873, UTI Fixed Term Income Fund Series XXXI-X (1168 Days) - Direct Plan - Maturity IDCW,Moderately High,Others,Others,UTI Fixed Term Income Fund Series XXXI
146874, UTI Fixed Term Income Fund Series XXXI-X (1168 Days) - Direct Plan - Annual IDCW,Very High,Others,Others,UTI Fixed Term Income Fund Series XXXI
146876, UTI - Fixed Term Income Fund Series XXXI-X (1168 Days) - Regular Plan - Growth Option,Moderate,Others,Others,UTI
146877, SBI Debt Fund Series C - 50 (1177 Days) - Regular Plan - Growth,High,Others,Others,SBI Debt Fund Series C
146878, SBI Debt Fund Series C - 50 (1177 Days) - Direct Plan - Growth,Low to Moderate,Others,Others,SBI Debt Fund Series C
146879, SBI Debt Fund Series - C - 50 (1177 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Moderate,Others,Others,SBI Debt Fund Series
146880, SBI Debt Fund Series - C - 50 (1177 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),High,Others,Others,SBI Debt Fund Series
146881, Axis Fixed Term Plan Series 104 (1112 Days) - Direct Plan - Half Yearly IDCW,Low,Others,Others,Axis Fixed Term Plan Series 104 (1112 Days)
146882, Axis Fixed Term Plan Series 104 (1112 Days) - Direct Plan - Regular IDCW,Low to Moderate,Others,Others,Axis Fixed Term Plan Series 104 (1112 Days)
146883, Axis Fixed Term Plan - Series 104 (1112 Days) - Regular Plan - Growth Option,High,Others,Others,Axis Fixed Term Plan
146884, Axis Fixed Term Plan Series 104 (1112 Days) - Regular Plan - Half Yearly IDCW,Low to Moderate,Others,Others,Axis Fixed Term Plan Series 104 (1112 Days)
146885, Axis Fixed Term Plan Series 104 (1112 Days) - Regular Plan - Regular IDCW,Low to Moderate,Others,Others,Axis Fixed Term Plan Series 104 (1112 Days)
146886, Axis Fixed Term Plan - Series 104 (1112 Days) - Direct Plan - Growth Option,Low to Moderate,Others,Others,Axis Fixed Term Plan
146887, Axis Fixed Term Plan Series 104 (1112 Days) - Regular Plan - Quarterly IDCW,Low to Moderate,Others,Others,Axis Fixed Term Plan Series 104 (1112 Days)
146888, Axis Fixed Term Plan Series 104 (1112 Days) - Direct Plan - Quarterly IDCW,Moderate,Others,Others,Axis Fixed Term Plan Series 104 (1112 Days)
146889, HDFC FMP 1120D March 2019 (1) - IDCW Option - Direct Plan,Low to Moderate,Others,Others,HDFC FMP 1120D March 2019 (1)
146890, HDFC FMP 1120D March 2019 (1) - Quarterly IDCW Option - Direct Plan,Moderate,Others,Others,HDFC FMP 1120D March 2019 (1)
146891, HDFC FMP 1120D March 2019 (1) - IDCW Option,Low to Moderate,Others,Others,HDFC FMP 1120D March 2019 (1)
146892, HDFC FMP 1120D March 2019 (1) - Growth Option,Very High,Others,Others,HDFC FMP 1120D March 2019 (1)
146893, HDFC FMP 1120D March 2019 (1) - Growth Option - Direct Plan,Moderately High,Others,Others,HDFC FMP 1120D March 2019 (1)
146894, HDFC FMP 1120D March 2019 (1) - Quarterly IDCW Option,Moderately High,Others,Others,HDFC FMP 1120D March 2019 (1)
146895, HDFC FMP 1118D March 2019 (1) - IDCW Option - Direct Plan,High,Others,Others,HDFC FMP 1118D March 2019 (1)
146896, HDFC FMP 1118D March 2019 (1) - Growth Option,Low to Moderate,Others,Others,HDFC FMP 1118D March 2019 (1)
146897, HDFC FMP 1118D March 2019 (1) - Quarterly IDCW Option,Very High,Others,Others,HDFC FMP 1118D March 2019 (1)
146898, HDFC FMP 1118D March 2019 (1) - Growth Option - Direct Plan,Very High,Others,Others,HDFC FMP 1118D March 2019 (1)
146900, HDFC FMP 1118D March 2019 (1) - IDCW Option,Moderate,Others,Others,HDFC FMP 1118D March 2019 (1)
146907, Aditya Birla Sun Life Fixed Term Plan - Series SL (1120 days) - Regular Plan-Growth,Moderately High,Others,Others,Aditya Birla Sun Life Fixed Term Plan
146908, Aditya Birla Sun Life Fixed Term Plan - Series SL (1120 dys) - Regular - Payout of IDCW,Moderate,Others,Others,Aditya Birla Sun Life Fixed Term Plan
146909, Aditya Birla Sun Life Fixed Term Plan - Series SL (1120 days) - Direct Plan-Growth,Moderate,Others,Others,Aditya Birla Sun Life Fixed Term Plan
146910, Aditya Birla Sun Life Fixed Term Plan - Series SL (1120 dys) - Direct - Payout of IDCW,High,Others,Others,Aditya Birla Sun Life Fixed Term Plan
146911, ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan O - Cumulative Option,High,Others,Others,ICICI Prudential Fixed Maturity Plan
146912, ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan O - Direct Plan Cumulative Option,Moderate,Others,Others,ICICI Prudential Fixed Maturity Plan
146915, ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan O - Half Yearly IDCW Option,Moderately High,Others,Others,ICICI Prudential Fixed Maturity Plan
146924, ICICI Prudential Fixed Maturity Plan - Series 85 - 1129 Days Plan P - Direct Plan Cumulative Option,Very High,Others,Others,ICICI Prudential Fixed Maturity Plan
146925, ICICI Prudential Fixed Maturity Plan - Series 85 - 1129 Days Plan P - Quarterly IDCW Option,Moderately High,Others,Others,ICICI Prudential Fixed Maturity Plan
146926, ICICI Prudential Fixed Maturity Plan - Series 85 - 1129 Days Plan P - Cumulative Option,Moderate,Others,Others,ICICI Prudential Fixed Maturity Plan
